CID|FirstName|LastName|City|AddressLine1|SocialSecurityNumber
11595|Anna|Thomas|Issaquah|6189 Kirkwood Ct.|850482330
6784|Caroline|Long|Chula Vista|6189 Mt. McKinley Ct|1610930618
15869|Allen|Lopez|Woolston|619 Natalie Drive|208250974
4558|Mindy|Raje|Burnaby|6191 Story Lane|935802340
8495|Mackenzie|Cox|Portland|6191 Story Lane|379641115
6837|Cassidy|Simmons|Issaquah|6194 Garden Ave|84094187
19679|Grace|Diaz|Daly City|6194 Via Maria|389871262
16602|Nichole|Lal|Woolston|6196 Nottingham Place|1558309331
3004|Amanda|Cooper|Victoria|6196 Nottingham Place|1115767242
18020|Brent|Guo|Sydney|6199 G St.|1668154148
19700|Rachel|Morgan|Chula Vista|6199 Mcelroy|106559748
12368|Lacey|Lin|London|6199 Mcelroy|2006754291
15311|Timothy|Morris|Mill Valley|62 Yolanda Circle|1370670717
7843|Sergio|Gonzalez|Paris|62, avenue des Laurentides|1273494535
2756|Andy|Serrano|Courbevoie|62, route de Marseille|606137861
8073|Mariah|Bennett|Roubaix|62, rue de l´Esplanade|927470511
18723|Michael|Miller|Paris|62, rue de Linois|851168778
7171|Mallory|Dominguez|Les Ulis|62, rue Villedo|195901024
6670|David|Butler|Downey|620 Trasher Road|335020937
261|Reinout|Hillmann|Bellevue|620 Woodside Ct.|654304161
20652|Lindsey|Tang|Cambridge|6200 Mt. Pisgah|622465335
13182|Antonio|Bennett|Langley|6200 Mt. Pisgah|2110268510
18746|Michael|Martinez|Bellflower|6202 Seeno St.|1952540692
17085|Shaun|Xu|Gloucestershire|6205 Lorie Lane|760462067
10253|Julia|Adams|Shawnee|6205 Lorie Lane|1067675512
4438|Xavier|Roberts|Santa Monica|6206 Arthur Rd|643936796
20276|Chloe|Kelly|West Covina|6206 Heavenly Drive|798713921
16468|Misty|Shan|Lancaster|6208 Artnell Ct|584815841
13540|Miguel|Bennett|Imperial Beach|6208 Hedaro Court|187681553
11293|Lacey|Jai|Rockhampton|6208 Prestwick Dr.|1064174504
6479|Ernest|Gao|London|6208 ViewPoint Court|267628272
17235|Terry|Sharma|Beaverton|6209 Willow Drive|104185416
9123|Alexa|Reed|Lakewood|621 Brandywine Way|1725364295
12386|Lacey|Gao|London|621 Brandywine Way|562384258
15963|Luis|Roberts|West Covina|621 Winding Lane|454537149
14824|Roberto|Ramos|Sunbury|6210 Mt. Tamlapais Place|1829697555
8768|Arianna|Bell|Salem|6210 Mt. Tooth Place|1506027168
15273|Cody|Sanchez|W. Linn|6211 Blenheim Way|355717119
7739|Jacqueline|Jenkins|San Francisco|6212 Alpine Drive|515926565
4950|Don|Lee|Port Hammond|6212 C Olivera Rd|2142131915
11429|Marshall|Kumar|Burien|6215 Louisiana Dr|230888193
15722|Mason|Edwards|Milwaukie|6217 W. Watson Court|176646648
5277|Eric|Coleman|Milwaukie|6218 Alpine Rd|846918867
17288|Noah|Martin|Metchosin|6218 Stephanie Way|1671923279
11826|Ross|Suarez|London|622 Medina Dr.|465428956
15327|Garrett|Morris|Portland|622 Medina Dr.|276474491
7192|Meagan|Vance|Versailles|622, rue Villedo|728148546
3619|Yolanda|Xu|Bellingham|6220 Boxer Blvd|1660016723
10927|Rebecca|Allen|Grossmont|6220 Boxer Blvd|202241418
18610|Stacy|Moreno|Bellingham|6220 Krueger Dr.|1104840227
12258|Colleen|Yang|Lane Cove|6221 Stephine Way|1135463834
7401|Vanessa|Jenkins|Coronado|6221 Steven Way|2075397917
6244|Janet|Navarro|North Sydney|6227 Oak Creek Ct.|1770258623
17594|Austin|Rodriguez|W. Linn|6227 Oak Creek Ct.|1975141752
17502|Jordan|Hall|Yakima|6228 Geary Court|801633324
19098|Derrick|Hernandez|Bellflower|6228 La Cadena|1467209829
9652|Ebony|Fernandez|Cliffside|6228 Palm Avenue|251553070
6873|Jordyn|Flores|Langford|6228 Rivewview|1198705098
6403|Ramon|Huang|Chula Vista|623 Chestnut Ave|862276552
11210|Isabella|Jones|National City|623 Chestnut Ave|287534847
15800|Troy|Arun|Matraville|623 Davis Ave.|21020174
18025|Justin|Smith|Metchosin|623 Davis Ave.|738739388
7789|Paige|Washington|Sedro Woolley|623 Lakespring Place|1937428958
3916|Bryant|Arun|Springwood|623 Lakespring Place|182948019
15563|Connor|Parker|W. Linn|6230 Blue Ridge|1095619342
5278|Alvin|Nath|Milsons Point|6231 Sequoia Woods Pl.|2030151947
17634|James|Garcia|Burlingame|6232 Gumwood|1535221556
5133|Karl|Kumar|Sunbury|6233 Serpentine|1939542943
19557|Emma|Flores|Oak Bay|6235 Bayview Cr|817679820
14422|Nathaniel|Peterson|Puyallup|6237 El Rancho Dr.|483842535
4448|Nina|Raje|Townsville|6237 El Rancho Dr.|1263772684
8261|Kimberly|Gray|Woodland Hills|6238 Mount Circle|1407030762
19701|Rachel|Blue|Bellflower|6239 Boyd Road|1753856074
8225|Riley|Peterson|Coronado|6239 Meadowvale Court|1871681209
13717|Devin|Bryant|Lincoln Acres|6239 Monti Dr.|1159323678
14673|Rob|Verhoff|Bendigo|624 Peabody Road|1426939993
12086|Jessica|Davis|Downey|624 Peabody Road|1562357540
18648|Daniel|Jackson|Seattle|6244 Bayviews Circle|1755165421
6556|Micah|Liu|Darlinghurst|6247 Aspen Drive|1443383270
10208|Katherine|Green|Mill Valley|6247 Aspen Drive|366970820
13855|Desiree|Gutierrez|Cranbourne|6252 Winding Lane|1658758045
17408|Jose|Clark|Milwaukie|6252 Winding Lane|237652842
15157|Cole|Bailey|Burlingame|6253 Panorama Dr.|192861619
9503|Raul|Luo|Matraville|6253 Panorama Dr.|1798694483
13742|Eduardo|Patterson|Langford|6255 Macalvey Dr.|306793716
11719|Brianna|Taylor|Westminster|6257 Jennifer Way|64217895
15183|Teresa|Gomez|Cloverdale|6258 Stinson|1456526865
16571|Jordan|Lopez|La Jolla|626 Bentley Street|2030837929
16240|Denise|Stone|Melbourne|626 Bentley Street|865368710
16717|Francisco|Gonzalez|Rhodes|626 Redlands Way|2099706598
12421|Ashley|Taylor|Rockhampton|626 Rossmor Parkway|2122113301
7577|Kelly|Hayes|National City|6260 Amazing Ct|153831605
9900|Rebekah|Romero|Saint Ouen|6260 Vernal Drive|2029395828
13417|Willie|Raji|Sunbury|6260 Vernal Drive|1999886853
12988|Emily|Ross|Woodburn|6261 Amador Ct.|1058738725
14559|Micheal|Alvarez|Reading|6261 Chestnut Avenue|2014758761
8908|Cassie|Nara|Darlinghurst|6264 Center Ave|816608264
5679|Jose|Lal|Everett|6264 Center Ave|803781236
16528|Kelsey|Rai|Milton Keynes|6265 Greendell Rd.|975950924
17611|James|Anderson|Spokane|6267 Concord Royale|105636066
11367|Rachel|Robinson|Beverly Hills|6267 Eastgate Lane|1671821921
7835|Faith|Bryant|Chula Vista|6267 Morello Heights Circle|1161831462
8043|Jermaine|Perez|Courbevoie|6268, chaussée de Tournai|1234125700
18169|Janelle|Suri|Pantin|6268, chaussée de Tournai|1096588274
12326|Madison|Taylor|Oak Bay|627 La Salle Street|1666718179
12045|Rakesh|Tangirala|Lakewood|6270 North Star Dr.|1466236384
13188|Robyn|Blanco|Lavender Bay|6270 Pinecreek Way|1592299360
3502|Jessica|Bennett|Chula Vista|6271 Crow Street|1320577855
11923|Elizabeth|Martin|Kirkland|6271 Ironwood Way|1034823333
14736|Hector|Suarez|South Melbourne|6271 Ironwood Way|821136354
4932|Martha|Hu|Beverly Hills|6272 Maywood Ln|505293803
7090|Marissa|Diaz|Daly City|6272 Maywood Ln|1347306917
18151|Benjamin|Smith|Bellingham|6273 Bel Air Dr.|1652661538
20510|Jennifer|Perry|Victoria|6274 San Antonio|956297211
20328|Chloe|Griffin|Redmond|6275 Bel Air Drive|135077934
18722|Erika|Carlson|Runcorn|6275 Bel Air Drive|389604717
19306|Olivia|Murphy|Langley|628 Marina Lakes Drive|1648664385
20251|Chloe|Rivera|National City|6282 Mcneil Place|645770479
3891|Fernando|Baker|Bellingham|6283 San Marino Ct.|1948257441
14158|Ian|Brooks|Cliffside|6286 Mt. Sequoia Ct.|800703266
13394|Willie|Sharma|Maidenhead|6286 Mt. Sequoia Ct.|53340469
2637|Heather|Zhao|Wollongong|6287 Strasbourg Lane|1172663558
18367|Jésus|Gomez|Warrington|6288 Augustine Dr.|438161115
13530|Jeremy|Alexander|Redmond|6288 Melody Dr.|253097358
7253|Ann|Prasad|Burien|6288 Relief Valley Ct.|1389138646
4707|Ian|White|Newport Beach|6289 Duck Horn Court|1097887608
17344|Alan|Zeng|Woolston|6289 Duck Horn Court|1963708691
9468|Kimberly|Stewart|San Diego|6289 Via Del Verdes|706782388
17990|Abby|Mehta|Springwood|6289 Via Del Verdes|709776634
9650|Ebony|Mehta|Townsville|629 Redrock Drive|1803167759
18795|Meghan|Alonso|Malabar|6290 Chinquapin Court|1063665854
4618|Marcus|Thomas|Edmonds|6291 Winter Lane|1479195060
5085|Andres|Raje|Esher-Molesey|6296 Elmonte Drive|1780100452
5588|Ronnie|Ma|Bury|6299 Balance Ct.|1216124164
15749|Thomas|Collins|Downey|6299 Bourton Ct.|1393047809
5765|Kyle|Diaz|Novato|6299 Elmonte Drive|2142192485
20569|Kristin|Shen|Bremerton|63 Palms|352239875
10498|Stephanie|King|Metz|63, rue de Fontfroide|1792199241
9133|Wayne|Chande|Ballard|630 Plymouth Drive|1210963269
18000|Ryan|Jackson|Spokane|630 Plymouth Drive|621344323
16157|Kyle|Campbell|Daly City|6300 Colfax Street|1233148050
6821|Tyrone|Carlson|Kirkby|6300 Colfax Street|1145726783
9902|Jordan|Nelson|Lille|6300 Lighthouse Way|137368404
15083|Sean|Murphy|Milwaukie|6300 Pinewood Court|1968018147
16223|Eric|Baker|Beverly Hills|6305 Waterview Place|1304088204
14502|Jonathon|Carlson|Hobart|6305 Waterview Place|1423597599
6673|David|Gonzales|Beverly Hills|6306 El Dorado Way|64055543
9829|Rebekah|Kapoor|Concord|6306 El Dorado Way|1333777164
3799|Cesar|Suri|Goulburn|6306 Knollview Court|606765707
4223|Tommy|Nara|Hobart|6306 Manila Ave.|675440355
15468|Dalton|Reed|San Carlos|6306 Manila Ave.|1086407596
12022|Alexis|Rodriguez|Royal Oak|6306 Morning Way|1338732566
19|Mary|Dempsey|Bellevue|6307 Greenbelt Way|2034562779
4126|Kurt|She|London|6307 Greenbelt Way|584301772
11373|Rachel|Clark|Berkeley|6308 Broadway Street|139623292
9232|Drew|Andersen|Melbourne|6308 Broadway Street|1528301051
13494|Colin|Lal|Darlinghurst|6309 Poplar Avenue|509847768
10687|Stephanie|Hill|Newport Beach|6309 Poplar Avenue|1615125512
7805|Faith|Price|Tacoma|6309 Sundance Drive|1127983099
10993|Maria|Young|San Francisco|631 Elliott Dr.|1791924445
7105|Warren|Luo|Coffs Harbour|6310 Jamie Way|1557138038
7198|Brittany|Flores|Oak Bay|6310 Jamie Way|14161127
3493|Jessica|Ramirez|Warrnambool|6312 San Ramon Road|286937160
4644|Donna|Luo|Cliffside|6312 Woodcrest Dr|1812386083
19418|Victoria|Brooks|Shawnee|6313 Collins Drive|534529270
11243|Isabella|Rodriguez|San Gabriel|6314 Mota Dr.|2106262351
18093|Justin|Clark|San Diego|6315 Olive Ave.|1915769348
17874|Carrie|Serrano|Bellingham|6316 Damascus Loop|1901745805
3111|Evelyn|Sara|Milton Keynes|6316 Glaze Ct.|1309910662
20361|Julia|Ward|San Carlos|6316 Parkway Drive|1382714165
18711|Jacob|Lee|Cheltenham|6318 Marclair Dr.|878758606
17675|Sandra|Guo|Geelong|6318 Marclair Dr.|1514806640
14360|Anne|Alvarez|Berkeley|6318 Merriewood Dr.|704112778
13062|Hannah|Russell|Corvallis|6318 Merriewood Dr.|2099275066
3165|Hailey|Ward|Port Orchard|6321 Maya|1508351976
14108|Jeremy|Watson|La Jolla|6322 Springwood Way|472718074
20107|Alyssa|Stewart|Lincoln Acres|6323 Benedict Court|865119394
6933|Brandon|Chen|Bremerton|6325 El Pueblo Place|399915613
7046|Jaime|Hernandez|Findon|6325 Entrada Circle|344056637
4484|Carly|Xie|London|6327 Mi Casa Court|1429772759
14172|Alex|Kelly|Puyallup|6327 Mount Olivet Ct.|1138571028
13574|Jon|Zeng|Rhodes|6327 Mount Olivet Ct.|772839187
5343|Jackson|Simmons|Issaquah|6328 Eola|1488174573
2818|Alfredo|Blanco|London|6329 El Rancho Drive|1130856347
3011|Amanda|Torres|Oregon City|6329 El Rancho Drive|1756566752
15860|Allen|Subram|Gateshead|6330 Limewood Pl|1349754246
9469|Makayla|Stewart|Metchosin|6330 Limewood Pl|1826215014
13944|Joy|Hernandez|Beaverton|6332 N. Thompson Rd|117316710
20417|Julia|Butler|Grossmont|6332 N. Thompson Rd|1384959042
15521|Rachael|Rodriguez|Silverwater|6335 Benita Way|780844603
5170|Jordan|Chen|Burlingame|6336 La Orinda Pl|260302340
4540|Richard|Garcia|W. Linn|6337 Hill Dr|534980176
17900|Dennis|Lin|Wollongong|6337 Hillsborough Dr|1308313325
9722|Stephanie|Campbell|Spring Valley|6339 E. 108th Street|2074006271
11011|Joe|Rana|Warrnambool|6339 E. 108th Street|248006865
11134|Marshall|Guo|Concord|6340 Olivera Rd|1101144180
6258|Austin|Foster|Corvallis|6340 Olivera Rd|1336301181
8076|Terrance|Rana|Lane Cove|6341 Darnett Circle|1764320854
16367|Angel|Nelson|Rockhampton|6343 St. Paul Way|515601300
11916|Tamara|Chander|Chula Vista|6344 Dartmouth Way|652021467
5387|Jason|Powell|Portland|6344 Dartmouth Way|1759269952
4910|Devin|Smith|Tacoma|6344 St Paul Way|925475247
14905|Albert|Alonso|London|6345 Dartmouth Way|1935708453
5694|Thomas|Long|Bellflower|6345 Fox Way|106439073
12174|Anna|Williams|Goulburn|6345 Katharyn Drive|1287761799
9612|Amber|Turner|Santa Monica|6345 Ridge Circle|594534594
16626|Nichole|Raji|Bellingham|6345 St Paul Way|931717616
10092|Sophia|Hill|Daly City|6345 St Paul Way|337742269
12523|Samantha|Henderson|Marysville|6346 Doyle|1679317713
12334|Colleen|Raje|North Ryde|6346 Doyle|985287380
6642|Justin|Kumar|Olympia|6346 St Paul Way|1912725560
6674|David|Bryant|Berkeley|6347 Brookview Drive|1615175906
9521|Raul|Raje|Bendigo|635 Chickpea Ct.|1484133324
14549|Mathew|Sanz|Hobart|6350 Lakeview Pl.|442659511
16923|Aaron|Young|Lincoln Acres|6350 Plumas Court|1815955122
10126|Arturo|He|York|6353 Dan Ysidro Court|1750242819
18109|Christopher|Taylor|Rockhampton|6355 Corte Del Sol|78915545
19435|Victoria|Henderson|Lake Oswego|6358 Parkview Court|1405289932
3162|Adriana|Sara|Lane Cove|6358 Parkview Court|2092184680
4305|Seth|Miller|West Covina|6359 Mozden Lane|213901862
18387|William|Williams|Bellflower|636 Marina Village Pkwy.|1194593568
18999|Nicholas|White|Coronado|636 Vine Hill Way|160023731
280|Pamela|Ansman-Wolfe|Portland|636 Vine Hill Way|1630929361
17426|Karen|Hu|Bellingham|6360 Sand Pointe Lane|1025248981
18494|Tyler|Williams|Lynnwood|6361 Appalachia Dr.|87280791
20373|Shawn|Luo|Melton|6365 Sun View Way|7586437
13869|Ian|Henderson|Edmonds|6366 Baker Dr.|967168407
8055|Terrance|Malhotra|Rockhampton|6366 Baker Dr.|101650684
12778|Alexis|Alexander|Bellflower|6366 Dayton Court|1412837182
18321|Brandon|Harris|Daly City|6369 Condor Place|842410574
10242|Darren|Serrano|Gold Coast|6369 Ellis Street|1022204586
3556|Taylor|Richardson|Imperial Beach|6369 Ellis Street|605994463
260|Annette|Hill|Redmond|6369 Ellis Street|45468209
3013|Amanda|Peterson|Puyallup|6369 Sunhill Lane|899932091
19286|Erik|Dominguez|High Wycombe|637 Lindsey Court|1432046923
18233|Austin|Taylor|Woodland Hills|637 Lindsey Court|638306443
4985|Devin|Turner|San Carlos|6374 Las Palmas|1716377707
17425|Naomi|Torres|St. Leonards|6374 Las Palmas|1427204310
11428|Christy|Raji|Port Macquarie|6374 St. Germain Lane|81507220
9666|Rebecca|Phillips|Yakima|6374 St. Germain Lane|1919541462
15325|Jillian|Garcia|Burien|6375 Freda Drive|186254423
5273|Adam|Jai|Victoria|6375 Freda Drive|836387903
6212|Christian|Gonzales|Oakland|6375 St. Germain Lane|1468794241
5118|Luke|Diaz|Newton|6377 East Avenue|1030915215
5039|Eduardo|Walker|Burbank|6379 Yellowood Place|854810538
16076|Andre|Lopez|West Sussex|638 Shangri-la Rd.|1041744105
5645|Luke|Patterson|Issaquah|6381 Cardinal|1343820313
4471|Dalton|White|Yakima|6384 Euclid Ave.|861893688
17513|Angel|Hall|Lemon Grove|6384 Virgina Hills Drive|476560387
7237|Ann|Patel|Milsons Point|6385 Holiday Hill Dr.|1121671859
15638|Jimmy|Moreno|Bendigo|6385 Mark Twain|455293546
16858|Elijah|Adams|Seattle|6385 Mark Twain|2093070027
10471|Kari|Suri|Hobart|6386 Holiday Hill Dr|393369705
6631|Justin|Diaz|Lebanon|6386 Holiday Hill Dr|1908313729
59|Bob|Hohman|Bothell|6387 Scenic Avenue|2055390405
18894|Andrew|Robinson|Milwaukie|6387 Scenic Avenue|1914618428
3801|Cesar|Kapoor|Sydney|6387 Scenic Avenue|940210256
12706|Omar|Gao|Berkeley|6387 Tanager Road|793829070
11789|Olivia|Walker|Woodburn|6389 Atherton Circle|1940732406
15954|Gabriel|Roberts|Burbank|6389 Sandview Dr.|831553375
19857|Jill|Patterson|San Diego|639 Bermad Drive|1557724511
2432|Lisa|Liang|Burlingame|639 Bird Drive|1205835606
16678|Francisco|Suri|Oxon|639 La Corte Bonita|1499690838
19238|Brianna|Wood|Torrance|639 La Corte Bonita|350130328
3808|Cesar|Sai|Milsons Point|639 Treasure Drive|395306734
16596|Angel|Lopez|Burien|6393 Tuolumne Way|1307687677
12349|Madison|Lewis|Yakima|6394 Dumbarton Drive|1570814333
9472|Jaime|Rai|Burbank|6394 Market Pl.|59491894
2843|Juan|Ruiz|Lancaster|6395 Deermeadow Way|743445490
6298|Cameron|Hughes|Newport Beach|6396 Market Place|1350556525
11141|Kaitlyn|Martin|Sedro Woolley|6396 Pueblo Dr.|686752511
7752|Damien|Zhao|Berkeley|6398 Haviland Place|1448579343
7475|Isabel|Coleman|Shawnee|6398 Haviland Place|1023524785
7584|Melanie|Butler|Issaquah|6398 Joyce Dr|1124472526
9755|Deanna|Mehta|Rhodes|6398 Joyce Dr|1508930943
19510|Brett|Rana|Newcastle upon Tyne|64 Sandy Cove Lane|1176278954
10141|Michele|Patel|Colombes|64, avenue des Laurentides|737434950
2925|Jarrod|Raman|Cergy|64, route de Marseille|2128203438
10996|Haley|Young|Lille|64, route de Marseille|697622985
5247|Nicolas|Xie|Colomiers|64, rue des Grands Champs|1727591096
19912|Nicole|Cox|Brisbane|6400 Kenwal Rd.|1450863126
2414|Isabella|Gray|Port Hammond|6400 St. John Lane|886600158
10106|Marie|Romero|Warrnambool|6400 St. John Lane|1828648102
17605|Austin|Walker|Cranbourne|6400 Sunshine Drive|753539787
12194|Dawn|Zheng|Sydney|6400 Sunshine Drive|1241790277
7036|Zachary|Alexander|Marysville|6400 Yosemite Circle|11598110
7981|Ariana|Kelly|Beverly Hills|6404 West Slough Rd|1965902190
13802|Richard|Alexander|Lebanon|6406 Golden Leaf Way|899351820
9931|Isabella|Carter|Los Angeles|6406 Golden Leaf Way|826299242
6937|Armando|Diaz|Bury|6406 Marlesta Rd.|442781902
19248|Brianna|Jenkins|Lebanon|6406 Marlesta Rd.|2032182401
2937|Katherine|Torres|Oregon City|6406 Pepper Way|1222819321
19752|Cynthia|Martinez|Warrnambool|6409 Buckthorn Court|1028779011
3558|Taylor|Cox|Watford|6409 Buckthorn Court|612430345
14074|Juan|Watson|Spokane|6409 Queens Road|1120768272
9857|Rebekah|Mehta|Cliffside|641 J Ave.|650625005
18308|Dylan|Miller|Beverly Hills|6410 Argenta Drive|34565317
9656|Katherine|Phillips|Bremerton|6414 Honey Court|2103282145
14507|Cody|Gray|Vancouver|6415 Mayda Way|206732329
3447|Haley|Griffin|Port Hammond|6416 Co Road|58251385
6200|Jose|Perry|Peterborough|6416 Honey Court|2120952012
5164|Jordan|Russell|Beverly Hills|6416 Teakwood Drive|465641305
15122|Marcus|Murphy|Olympia|642 Camby Rd.|1525886423
18311|Dylan|Wilson|Burbank|642 Country View Lane|1453716740
4720|Ian|Martinez|Hobart|6422 Vista Diablo|688449977
4964|David|Wright|Burien|6425 Adelia Court|633397725
3008|Amanda|Cox|W. Linn|643 Tri-state Ave.|727186032
15738|Logan|Collins|Port Macquarie|6431 Adobe Dr.|607301834
11117|Kaitlyn|Johnson|Downey|6432 Maywood Ln.|325154026
2403|Laura|Ma|Goulburn|6432 Maywood Ln.|813959474
17316|Thomas|Clark|Redmond|6432 Vista Way|1499565758
11089|Jennifer|Wilson|La Jolla|6433 Dellwood Court|1871799306
7556|Kelly|Washington|Cheltenham|6433 E. 70th Street|2072902344
19595|Holly|Fernandez|Seaford|6433 E. 70th Street|532590647
11401|Jasmine|Jackson|Portland|6434 Galveston Ct.|532649041
6324|Cameron|Zhang|Puyallup|6436 Brookview Dr|2142116093
17826|Nathan|Thomas|Shawnee|6439 Arlington Way|523979506
4325|Devon|Raje|Brisbane|644 North Ranchford|1941773563
10445|Maria|Hernandez|Runcorn|644 North Ranchford|1482687733
19723|Cynthia|Chandra|Hervey Bay|6440 Co Road|1256342520
16447|Angel|Carter|Lake Oswego|6440 Co Road|1329368227
10811|Katherine|Wilson|Coronado|6440 Pacheco|296262722
6845|Cassidy|Russell|Sunbury|6441 Clear Court|264602964
3334|Gabrielle|Barnes|Lemon Grove|6441 Co Road|901069788
1755|Britta|Simon|Wollongong|6441 Co Road|1261168202
10711|Alexandra|Wilson|Concord|6441 Gordon Ct.|2079803970
20496|Keith|Yuan|Hervey Bay|6441 Mcelroy Court|291051330
16606|Nichole|Shan|Cambridge|6441 Roberta Avenue|1938021984
19794|Jasmine|Rogers|Salem|6441 Roberta Avenue|1465341263
19950|Nicole|Bennett|Puyallup|6441 Via Santa Fe|1619467802
15550|Thomas|Parker|Coronado|6443 Claudia Dr.|522081681
3361|Toni|Lopez|Rockhampton|6445 Cashew Street|608359218
16986|Ricardo|Deng|London|6445 Heartwood Drive|1249856908
4099|Miguel|Rodriguez|Chula Vista|6448 Castle Court|1247355194
9262|Grant|Shen|Goulburn|6448 Castle Court|53875426
13505|Colin|Chander|Kirkby|645 Dublin Court|1084469296
13706|Devin|Hughes|Lake Oswego|645 Dublin Court|1767542966
6465|Logan|Foster|Milwaukie|6451 Grand Drive|1264744781
14418|Bryce|Peterson|Daly City|6451 Greenwood Pl.|1937251782
5986|Mallory|Rubio|Rhodes|6452 Harris Circle|2132538192
8270|Melanie|Gray|Salem|6452 Harris Circle|659825883
14299|Felicia|Suarez|London|6453 Castle Hill Road|1876679469
14759|Dalton|Richardson|Puyallup|6453 Castle Hill Road|716293062
13726|Eduardo|Bennett|Langley|6453 Pacific|1573626853
15789|Troy|Chandra|Cranbourne|6454 Denkinger Road|1600337776
13215|Antonio|Foster|Metchosin|6454 Denkinger Road|478105013
13565|Miguel|Washington|National City|6455 Garnet Lane|872198325
13559|Jon|Gao|St. Leonards|6455 Garnet Lane|670540666
19536|Monica|Chandra|Silverwater|6456 Eagle Way|1557723395
5855|Claudia|McDonald|Burbank|6457 Appalachian Dr.|766788512
13465|Dalton|Hughes|Colma|6457 Appalachian Dr.|46731032
12965|Jaclyn|Tang|Newcastle upon Tyne|6459 Maryland Drive|1685788179
15514|Jared|Cook|Bobigny|646, place du Tertre|639385621
12855|Tristan|Price|Yakima|6462 Grant St.|37839086
10529|Katelyn|King|Redwood City|6462 Wexford Drive|411433822
2394|Laura|Zhou|Hervey Bay|6463 Landover Ln|277524259
12254|Colleen|Chen|Burbank|6465 Brushcreek Dr|860450876
5900|Elijah|Flores|National City|6465 Brushcreek Dr|527548488
13917|Theresa|Ramos|Matraville|6465 Detroit Ave.|1364545553
3154|Hailey|Morgan|Portland|6465 Detroit Ave.|1304002074
9097|Faith|Rogers|Newton|6465 Gary Drive|40841869
15082|Jill|Hernandez|Hervey Bay|6465 S. 97th Street|1653262837
18674|Diana|Ramos|London|6466 Appia Ct.|817790782
20649|Morgan|Sanchez|Bury|6467 Buena Vista|36244580
8346|Carmen|Subram|Oxford|6467 Buena Vista|2043575977
16539|Jesse|Mitchell|Newport Beach|6469 Apple Drive|486657576
3478|Karla|Deng|Wokingham|6469 Apple Drive|1871798744
7037|Jaime|Ruiz|Oxford|6469 Castlewood|1859084045
7685|Regina|Perez|London|6469 Climbing Dr.|1147407660
15942|Noah|Roberts|Newton|6469 Collins Dr.|1504400588
12202|Abigail|Gonzales|Edmonds|6471 Harvey Way|1769391807
20311|Bradley|Goel|Melbourne|6471 Harvey Way|2112042275
17318|Noah|Martinez|Coronado|6472 Loveridge Circle|1172816738
15094|Chase|Murphy|Newton|6473 Clayton Way|1425987635
10387|Sydney|Gonzalez|El Cajon|6474 Helen Ave.|1085419461
10629|Meredith|Hernandez|Bellingham|6477 Willow Pass Rd.|879118082
11604|Anna|Garcia|N. Vancouver|6477 Willow Pass Rd.|614943951
17262|Bethany|Shen|Birmingham|6478 Fenway|1473440838
15649|Alex|Evans|Bremerton|6478 Fenway|1021336265
8335|Carmen|Prasad|Newcastle|6478 Pierce Ct|1621585864
11510|Destiny|Clark|Westminster|6478 Pierce Ct|2021333190
14485|Patrick|Gray|Lebanon|648 Ridgewood Dr.|243084028
17738|Margaret|She|Concord|6480 Croyden Dr.|1179920491
10829|Katherine|Thompson|Novato|6480 Croyden Dr.|1180391755
7934|Shelby|Brooks|Concord|6480 Prancing Drive|1209434532
7847|Melissa|Bennett|Oregon City|6481 Hastings Drive|823813615
6506|Steve|Li|W. York|6481 Hastings Drive|52962965
5648|Jessie|Vazquez|Bellflower|6483 Crystal Ave.|871135323
12687|Elizabeth|Gonzales|Spokane|6483 Crystal Ave.|2054693202
7886|Alexandria|Watson|Beverly Hills|6486 Hemlock Drive|1819054322
20486|Jennifer|Sanders|Palo Alto|6488 Dublin Blvd.|1523230384
18103|Justin|Walker|Burien|6488 Taylor Box #229|719025296
14203|Cody|Kelly|Corvallis|6489 North 49th St.|1861255900
14856|Lance|Romero|Rhodes|6489 North 49th St.|1262706926
7139|Angelica|Jenkins|Corvallis|6489 Palms|1107758802
8790|Andrea|Murphy|Santa Monica|649 Hoke Dr|280283187
3937|Abigail|Howard|Coronado|6490 El Camino|990690668
2750|Andy|Vazquez|Goulburn|6490 El Camino|593728215
8321|Carmen|Patel|Burien|6490 Haviland Place|6745508
12494|Sarah|Lee|La Jolla|6490 Haviland Place|333846550
9445|Jaime|Luo|Berkeley|6492 Candy Rd|1643685885
8282|Bailey|Ramirez|San Carlos|6492 Crossbow Way|1981273537
14257|Felicia|Martin|Sunbury|6492 Cunningham Way|302471686
14335|Bryce|Torres|Edmonds|6492 Palms Dr.|595915240
10691|Kristi|Madan|Findon|6492 Palms Dr.|30546896
14252|Bryan|Sanders|Chula Vista|6494 Green Valley Rd.|1551595475
12923|Aidan|Foster|Caloundra|6497 Macalven Drive|1125740438
3742|Edward|Turner|Lake Oswego|6498 Mining Rd.|2070458884
71|Michael|Ray|Seattle|6498 Mining Rd.|1591878356
20043|Destiny|Ramirez|Palo Alto|6498 Pasa Del Rio|482545249
7750|Reginald|Moreno|Warrington|6498 Pasa Del Rio|1449260388
7543|Kelly|Henderson|Edmonds|65 Ayers Rd|2087363527
8039|Catherine|Sanders|El Cajon|65 Joseph Ave|1442818651
12895|Rafael|Raji|Tremblay-en-France|65, avenue du Port|1564877224
6464|Ernest|Lin|Orleans|65, rue Faubourg St Antoine|667667444
